StatID,Scope,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Updated,GameID,OpponentID,Opponent,OpponentStatID,Day,DateTime,HomeOrAway,IsGameOver,Games,Started,LineupConfirmed,LineupStatus,FantasyPoints,FanDuelSalary,DraftKingsSalary,YahooSalary,FantasyDataSalary,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,ThreePointersMade,ThreePointersAttempted,FreeThrowsMade,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,PlusMinus,BlocksAgainst,DoubleDoubles,TripleDoubles,PlayerEfficiencyRating,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,Possessions,Wins,Losses,InjuryStatus,InjuryBodyPart,InjuryNotes,InjuryStartDate,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,FanDuelPosition,DraftKingsPosition,YahooPosition,DivisionWins,DivisionLosses,ConferenceWins,ConferenceLosses,OpponentRank,OpponentPositionRank,OpponentPosition,FantasyDraftSalary,FantasyDraftPosition,FantasyPointsFantasyDraft,,Closed,
741807,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,45:33.8,14281,30,SAC,NULL,12/13/19,00:00.0,AWAY,1,1,1,1,Starting,40.8,6600,6900,25,6900,30,38,10,17,3,8,3,5,1,8,4,0,0,2,2,-7,0,0,0,32.44,3.33,29.84,15.84,22.12,0,0,9.43,30.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40.8,43.75,40.8,PF,PF/C,PF,NULL,NULL,NULL,NULL,11,1,NULL,12800,PF,43.75,,1,
742801,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,47:11.8,14295,20,DEN,NULL,12/15/19,00:00.0,AWAY,1,1,1,1,Starting,34.8,6900,7500,26,7500,36,20,8,19,1,6,3,3,2,7,2,1,0,1,2,0,0,0,0,18.29,5.87,18.49,12.51,7.9,1.43,0,4.69,25.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.8,36.25,35.8,PF,PF/C,PF,NULL,NULL,NULL,NULL,3,4,NULL,13800,PF,36.25,,1,
743372,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,48:31.9,14306,3,ATL,NULL,12/17/19,30:00.0,HOME,1,1,1,1,Starting,32.2,7600,7000,26,7000,22,46,7,15,0,1,3,4,3,8,2,0,0,1,1,16,0,1,0,28.19,15.81,33.07,25.48,11.02,0,0,5.63,31.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.2,34.75,32.2,PF,PF/C,PF,NULL,NULL,NULL,NULL,29,28,NULL,13500,PF,34.75,,1,
745040,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,51:11.8,14327,4,MIA,NULL,12/20/19,00:00.0,AWAY,1,1,1,1,Starting,24.1,6700,7100,29,7100,23,19,3,11,0,4,7,10,2,6,1,1,0,2,2,-26,0,0,0,13.93,7.48,33.38,17.9,5.91,2.05,0,11.49,30.74,NULL,NULL,NULL,Probable,Leg,"Randle is suffering from left leg soreness, but it is projected that he will be available for Friday's contest against the Heat.",12/19/19,25.1,25.5,25.1,PF,PF/C,PF,NULL,NULL,NULL,NULL,6,10,NULL,13400,PF,25.5,,1,
745513,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,52:33.2,14337,15,MIL,NULL,12/21/19,30:00.0,HOME,1,1,1,1,Starting,32.6,6700,6700,29,6700,31,35,9,17,1,4,1,1,1,7,2,0,0,0,3,-12,0,0,0,22.74,2.86,23.12,12.28,12,0,0,0,22.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.6,33.5,32.6,PF,PF/C,PF,NULL,NULL,NULL,NULL,11,25,NULL,12500,PF,33.5,,1,
746449,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,15:16.8,14350,1,WAS,NULL,12/23/19,00:00.0,HOME,1,1,1,NULL,NULL,47,6900,6700,25,6700,37,8,11,21,4,8,9,9,2,3,2,2,1,3,3,4,0,0,0,35.2,6.01,7.91,7.02,8.68,2.57,1.84,10.72,31.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,50.75,50,PF,PF/C,PF,NULL,NULL,NULL,NULL,29,15,NULL,12800,PF,50.75,,1,
747543,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,55:18.7,14364,8,BKN,NULL,12/26/19,30:00.0,AWAY,1,1,1,1,Starting,43.6,7000,6800,29,6800,35,3,14,26,5,9,0,0,1,7,2,0,0,2,3,25,0,0,0,29.76,2.53,17.11,9.95,15.36,0,0,7.14,34.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.6,47.5,43.6,PF,PF/C,PF,NULL,NULL,NULL,NULL,17,2,NULL,12700,PF,47.5,,1,
748725,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,57:57.3,14382,1,WAS,NULL,12/28/19,00:00.0,AWAY,1,1,1,1,Starting,55.2,7800,7200,29,7200,38,36,11,21,2,6,6,7,3,13,6,1,0,5,1,8,0,1,0,31.13,8.1,27.39,18.94,30.67,1.19,0,17.19,30.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.2,61,56.2,PF,PF/C,PF,NULL,NULL,NULL,NULL,30,25,NULL,13800,PF,61,,1,
750601,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,01:58.8,14408,19,POR,NULL,1/1/20,30:00.0,HOME,1,1,1,1,Starting,43.1,7500,8000,33,8000,29,52,8,15,3,6,3,4,1,12,3,1,1,3,3,11,0,1,0,29.74,3.49,34.43,20.48,14.12,1.63,2.59,15.18,28.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.1,48.25,45.1,PF,PF/C,PF,NULL,NULL,NULL,NULL,25,28,NULL,14300,PF,48.25,,1,
751712,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,15:13.5,14424,29,PHO,NULL,1/3/20,00:00.0,AWAY,1,1,1,NULL,NULL,36.1,7600,7700,33,7700,34,37,5,17,0,6,3,3,0,13,3,1,2,3,3,-3,0,1,0,9.07,0,37.55,18.02,12.21,1.32,4.47,14.07,24.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.1,39.75,39.1,PF,PF/C,PF,NULL,NULL,NULL,NULL,19,5,NULL,14100,PF,39.75,,1,
752646,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,05:46.5,14437,28,LAC,NULL,1/5/20,30:00.0,AWAY,1,1,1,1,Starting,32.6,7600,8400,33,8400,35,4,6,14,1,4,3,6,0,8,4,2,0,3,5,2,0,0,0,12.84,0,28.07,13.86,13.76,2.58,0,15.27,23.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34.6,35,34.6,PF,PF/C,PF,NULL,NULL,NULL,NULL,14,23,NULL,NULL,NULL,35,,1,
753879,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,15:14.8,14456,27,LAL,NULL,1/7/20,30:00.0,AWAY,1,1,1,NULL,NULL,31,7100,7300,33,7300,31,29,5,16,1,4,4,6,4,6,2,0,2,3,2,-17,0,1,0,12.51,10.69,24.07,16.04,10.37,0,6.62,13.86,27.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,35,33,PF,PF/C,PF,NULL,NULL,NULL,NULL,2,4,NULL,13700,PF,35,,1,
754342,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,22:12.4,14464,17,UTA,NULL,1/8/20,00:00.0,AWAY,1,0,0,NULL,NULL,0,7300,7600,33,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,Out,Personal,Randle is tending to a personal matter and will not be available for Wednesday's matchup against the Jazz.,1/8/20,0,0,0,PF,PF/C,PF,NULL,NULL,NULL,NULL,6,11,NULL,13700,PF,0,,1,
755238,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,08:33.7,14473,23,NO,NULL,1/10/20,15:00.0,HOME,1,0,0,1,Inactive,0,7500,8100,33,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,Out,Personal,"Randle was away from the team during the last game due to a personal matter, and will not play Friday versus the Pelicans.",1/9/20,0,0,0,PF,PF/C,PF,NULL,NULL,NULL,NULL,24,25,NULL,15000,PF,0,,1,
756332,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,11:07.2,14487,4,MIA,NULL,1/12/20,30:00.0,HOME,1,1,1,1,Starting,44.6,7500,7700,33,7700,32,47,10,22,1,5,5,6,3,5,4,2,0,1,3,-2,0,0,0,29.65,10.98,19.78,15.21,18.67,3.07,0,7.8,34.65,NULL,NULL,NULL,Probable,Personal,"Randle is away from the team due to a personal matter, but it is likely that he will return for Sunday's clash against the Heat.",1/11/20,46.6,46,46.6,PF,PF/C,PF,NULL,NULL,NULL,NULL,9,10,NULL,NULL,NULL,46,,1,
757330,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,14:12.3,14503,15,MIL,NULL,1/14/20,00:00.0,AWAY,1,1,1,1,Starting,43.5,7700,7500,33,7500,26,49,10,20,3,6,2,2,4,11,3,0,0,4,3,-25,0,1,0,32.5,11.36,43.75,24.86,29.66,0,0,16.07,35.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.5,49.25,43.5,PF,PF/C,PF,NULL,NULL,NULL,NULL,10,22,NULL,13600,PF,49.25,,1,
758374,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,16:58.9,14517,29,PHO,NULL,1/16/20,30:00.0,HOME,1,1,1,1,Starting,40.7,7900,8000,33,8000,35,33,11,23,2,5,2,2,2,4,3,3,0,3,3,-19,0,0,0,24.23,5.51,12.27,8.71,18.28,3.87,0,11.16,30.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.7,43.5,43.7,PF,PF/C,PF,NULL,NULL,NULL,NULL,18,5,NULL,14600,PF,43.5,,1,
759404,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,20:05.0,14533,7,PHI,NULL,1/18/20,30:00.0,HOME,1,1,1,1,Starting,30.9,8000,7700,33,7700,34,17,5,13,2,4,2,4,0,12,5,0,0,5,3,5,0,1,0,8.8,0,40.97,18.87,25,0,0,25.3,25.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.9,36.5,30.9,PF,PF/C,PF,NULL,NULL,NULL,NULL,1,1,NULL,14400,PF,36.5,,1,
760329,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,22:30.5,14545,12,CLE,NULL,1/20/20,00:00.0,AWAY,1,1,1,1,Starting,32.3,8000,7700,30,7700,27,20,7,17,0,2,5,5,3,6,1,1,0,1,1,8,0,0,0,24.4,11.97,18.16,15.49,6.11,1.88,0,4.95,34.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.3,33.25,33.3,PF,PF/C,PF,NULL,NULL,NULL,NULL,28,14,NULL,14400,PF,33.25,,1,
761395,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,26:00.7,14562,27,LAL,NULL,1/22/20,30:00.0,HOME,1,1,1,1,Starting,32.6,7800,7600,33,7600,34,58,6,16,0,4,4,5,3,5,6,1,0,4,5,-12,0,0,0,12.65,9.15,15.25,12.2,29.66,1.48,0,18.01,27.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.6,35,33.6,PF,PF/C,PF,NULL,NULL,NULL,NULL,2,3,NULL,13700,PF,35,,1,
762407,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,28:45.8,14575,10,TOR,NULL,1/24/20,30:00.0,HOME,1,1,1,1,Starting,41.2,7600,8000,33,8000,34,3,7,15,1,4,5,7,4,7,2,1,3,3,3,11,0,1,0,24.11,14.09,26.66,20.13,8.77,1.54,9.19,14.23,27.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.2,45.25,45.2,PF,PF/C,PF,NULL,NULL,NULL,NULL,13,13,NULL,14700,PF,45.25,,1,
763585,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,32:27.7,14592,8,BKN,NULL,1/26/20,00:00.0,HOME,1,1,1,1,Starting,37.5,7600,7600,31,7600,33,24,10,22,0,3,2,4,6,9,1,0,1,6,4,-3,0,1,0,14.71,21.03,31.54,26.28,4.15,0,3.42,20.16,38.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.5,42.75,38.5,PF,PF/C,PF,NULL,NULL,NULL,NULL,19,3,NULL,14000,PF,42.75,,1,
764331,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,34:45.2,14602,2,CHA,NULL,1/28/20,00:00.0,AWAY,1,1,1,1,Starting,32,7400,8600,33,8600,36,39,10,19,0,3,4,5,0,5,2,1,0,3,3,3,0,0,0,17.93,0,13.09,7.11,10.51,1.39,0,12.39,30.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,33.75,33,PF,PF/C,PF,NULL,NULL,NULL,NULL,21,19,NULL,15600,PF,33.75,,1,
764833,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,37:06.5,14613,21,MEM,NULL,1/29/20,30:00.0,HOME,1,1,1,1,Starting,38.8,7500,8300,33,8300,35,36,5,14,0,4,6,10,2,12,6,0,0,3,3,-20,0,1,0,14.81,5.61,38.52,20.97,25.07,0,0,14.01,24.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.8,42.5,38.8,PF,PF/C,PF,NULL,NULL,NULL,NULL,21,27,NULL,15000,PF,42.5,,1,
766293,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,41:19.4,14631,13,IND,NULL,2/1/20,00:00.0,AWAY,1,1,1,1,Starting,43.1,7800,8300,33,8300,34,49,5,14,0,3,6,8,4,14,3,2,0,3,2,10,0,1,0,19.99,12.53,41.06,27.27,15.25,3.09,0,14.61,27.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.1,47,45.1,PF,PF/C,PF,NULL,NULL,NULL,NULL,5,5,NULL,15300,PF,47,,1,
767245,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,44:26.3,14644,12,CLE,NULL,2/3/20,00:00.0,AWAY,1,1,1,1,Starting,35.1,7700,8500,33,8500,38,18,9,16,0,2,2,2,2,6,3,2,0,3,3,-4,0,0,0,19.78,6.75,21.28,13.83,9.31,2.56,0,15.09,22.32,NULL,NULL,NULL,Probable,Quadricep,"Randle is dealing with a contusion to his right quadricep, but it is expected he will be able to suit up Monday versus the Cavaliers.",2/3/20,37.1,37,37.1,PF,PF/C,PF,NULL,NULL,NULL,NULL,28,15,NULL,15600,PF,37,,1,
768551,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,50:07.0,14667,5,ORL,NULL,2/6/20,30:00.0,HOME,1,1,1,1,Starting,41.6,8000,8300,33,8300,30,16,10,16,0,1,2,2,0,8,4,1,2,2,3,1,0,0,0,31.28,0,35.24,16.26,23.37,1.59,7.2,10.59,26.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44.6,43,44.6,PF,PF/C,PF,NULL,NULL,NULL,NULL,7,13,NULL,15300,PF,43,,1,
769191,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,53:45.1,14681,14,DET,NULL,2/8/20,00:00.0,AWAY,1,1,1,1,Starting,29.9,8000,8500,33,8500,34,9,7,17,1,3,2,3,3,4,3,1,1,4,2,-1,0,0,0,13.42,10.28,16.53,13.11,14.97,1.6,3.51,17.92,29.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.9,32.75,31.9,PF,PF/C,PF,NULL,NULL,NULL,NULL,18,24,NULL,15600,PF,32.75,,1,
769557,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,56:05.1,14690,3,ATL,NULL,2/9/20,00:00.0,AWAY,1,1,1,1,Starting,59.1,8200,8400,33,8400,46,12,13,25,0,2,9,12,2,16,3,1,1,6,3,7,0,1,0,24.75,4.64,38.62,21.31,10.55,1.04,1.84,16.53,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.1,64.5,61.1,PF,PF/C,PF,NULL,NULL,NULL,NULL,30,28,NULL,15800,PF,64.5,,1,
770615,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,02:31.1,14714,1,WAS,NULL,2/12/20,30:00.0,HOME,1,1,1,1,Starting,36.1,8600,8600,37,8600,37,33,9,18,1,3,2,3,4,9,1,0,1,4,2,-15,0,1,0,17.54,10.65,26.14,18.06,5.21,0,2.28,17.15,24.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.1,40.75,37.1,PF,PF/C,PF,NULL,NULL,NULL,NULL,28,19,NULL,15900,PF,40.75,,1,
773645,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,07:23.2,14731,13,IND,NULL,2/21/20,30:00.0,HOME,1,1,1,1,Starting,21.4,8000,8100,39,8100,29,32,2,9,0,1,3,6,0,7,4,1,0,2,4,-10,0,0,0,3.27,0,24.2,12.64,20.47,1.63,0,14.66,20.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.4,22.75,22.4,PF,PF/C,PF,NULL,NULL,NULL,NULL,6,7,NULL,15200,PF,22.75,,1,
775226,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,14:59.1,14756,22,HOU,NULL,2/24/20,00:00.0,AWAY,1,1,1,1,Starting,33.9,7800,8200,35,8200,27,42,5,14,0,2,7,8,5,7,3,1,0,4,2,3,0,1,0,21.35,17.68,28.2,22.6,16.58,1.66,0,18.58,30.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34.9,38,34.9,PF,PF/C,PF,NULL,NULL,NULL,NULL,23,18,NULL,15100,PF,38,,1,
776114,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,20:12.9,14769,2,CHA,NULL,2/26/20,00:00.0,AWAY,1,1,1,1,Starting,36.3,7600,8400,35,8400,25,14,7,14,1,1,3,4,3,6,3,0,2,1,0,-15,0,0,0,33.03,14.26,29.26,21.67,19.22,0,7.17,5.96,29.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.3,37.75,38.3,PF,PF/C,PF,NULL,NULL,NULL,NULL,21,18,NULL,15400,PF,37.75,,1,
776694,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,23:15.9,14777,7,PHI,NULL,2/27/20,00:00.0,AWAY,1,1,1,1,Starting,48.5,7300,7800,35,7800,38,3,11,18,2,4,6,8,3,7,5,0,0,1,3,10,0,1,0,34.25,9.01,21.53,15.19,22.42,0,0,4.44,27.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48.5,52,48.5,PF,PF/C,PF,NULL,NULL,NULL,NULL,1,2,NULL,14100,PF,52,,1,
777821,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,28:01.2,14790,11,CHI,NULL,2/29/20,00:00.0,HOME,1,1,1,1,Starting,36.5,7600,9800,34,9800,31,39,7,15,0,2,8,8,1,9,3,1,0,4,1,17,0,1,0,23.99,4.09,29.67,18.27,12.5,1.62,0,17.76,29.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.5,40.5,37.5,PF,PF/C,PF,NULL,NULL,NULL,NULL,17,29,NULL,NULL,NULL,40.5,,1,
778907,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,37:15.9,14806,22,HOU,NULL,3/2/20,00:00.0,HOME,1,1,1,1,Starting,40.2,7800,7700,34,7700,29,55,5,14,0,1,6,8,6,10,4,0,1,3,2,-9,0,1,0,22.78,20.92,30.27,25.93,16.46,0,4.22,14.61,25.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.2,44,41.2,PF,PF/C,PF,NULL,NULL,NULL,NULL,23,18,NULL,14100,PF,44,,1,
779914,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,38:36.6,14824,17,UTA,NULL,3/4/20,30:00.0,HOME,1,1,1,1,Starting,42.2,7900,7700,34,7700,32,11,12,21,2,3,6,8,4,7,0,0,0,3,3,-16,0,1,0,33.21,14.2,28.21,20.76,0,0,0,10.9,38.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42.2,46.75,42.2,PF,PF/C,PF,NULL,NULL,NULL,NULL,6,5,NULL,14100,PF,46.75,,1,
780865,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,39:29.3,14835,18,OKC,NULL,3/6/20,30:00.0,HOME,1,1,1,1,Starting,18.6,7600,7600,34,7600,28,29,5,10,0,2,2,2,2,6,0,0,0,3,2,-16,0,0,0,10.45,8.22,22.46,15.67,0,0,0,21.61,20.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.6,20.5,18.6,PF,PF/C,PF,NULL,NULL,NULL,NULL,6,10,NULL,13700,PF,20.5,,1,
782081,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,41:35.8,14858,14,DET,NULL,3/8/20,30:00.0,HOME,1,1,1,1,Starting,41.9,7600,7200,32,7200,32,35,7,14,1,1,7,9,3,9,1,3,0,2,3,-1,0,1,0,29.26,10.27,30.83,20.55,5.73,4.92,0,10.02,28.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44.9,45.5,44.9,PF,PF/C,PF,NULL,NULL,NULL,NULL,18,24,NULL,13500,PF,45.5,,1,
884867,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,23:32.2,14864,1,WAS,NULL,3/10/20,00:00.0,AWAY,1,1,1,1,Starting,23,7300,7600,32,7600,26,7,5,11,0,0,6,6,2,3,2,1,0,4,6,-24,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,25.25,24,PF,PF/C,PF,NULL,NULL,NULL,NULL,27,17,NULL,14400,PF,25.25,,1,
783406,PlayerGame,6,20000710,1,2020,Julius Randle,NY,PF,42:54.1,14872,3,ATL,NULL,3/11/20,30:00.0,AWAY,1,1,1,1,Starting,51.7,7600,7800,32,7800,38,23,13,22,3,6,4,4,0,11,3,1,1,3,5,8,0,1,0,31.73,0,27.12,15.18,12.92,1.2,2.12,11.21,30.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53.7,56.75,53.7,PF,PF/C,PF,NULL,NULL,NULL,NULL,30,25,NULL,14100,PF,56.75,,1,
812366,PlayerGame,6,20000710,1,2021,Julius Randle,NY,PF,15:15.9,15472,13,IND,NULL,12/23/20,00:00.0,AWAY,1,1,1,1,Starting,36.3,7600,6900,28,6900,35,28,7,15,0,2,3,4,1,8,9,0,0,5,5,-5,0,0,0,14.71,3,24.06,13.53,41.25,0,0,22.97,26.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.3,39.25,36.3,PF,PF/C,PF,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,39.25,,1,
814533,PlayerGame,6,20000710,1,2021,Julius Randle,NY,PF,15:17.4,15486,7,PHI,NULL,12/26/20,30:00.0,HOME,1,1,1,1,Starting,35.9,7500,7500,30,7500,34,35,11,15,2,2,1,2,3,4,3,1,0,4,4,-20,0,0,0,28,8.67,13.21,10.79,24.88,1.47,0,20.12,25.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.9,39.25,36.9,PF,PF/C,PF,NULL,NULL,NULL,NULL,1,3,NULL,NULL,NULL,39.25,,1,
815214,PlayerGame,6,20000710,1,2021,Julius Randle,NY,PF,15:16.7,15497,15,MIL,NULL,12/27/20,30:00.0,HOME,1,1,1,1,Starting,56.3,7500,7700,30,7700,37,7,8,17,3,5,10,11,3,11,7,0,1,2,4,12,0,1,0,35.64,11.08,25.86,20.11,25.38,0,2.26,8.38,27.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.3,61,57.3,PF,PF/C,PF,NULL,NULL,NULL,NULL,9,2,NULL,NULL,NULL,61,,1,
816131,PlayerGame,6,20000710,1,2021,Julius Randle,NY,PF,15:14.7,15507,12,CLE,NULL,12/29/20,00:00.0,AWAY,1,1,1,1,Starting,51.9,7700,8200,32,8200,44,9,9,16,4,4,6,10,1,11,11,1,0,9,4,3,0,1,1,22.4,2.52,21.74,13.31,49.38,1.13,0,30.61,28.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.9,62,52.9,PF,PF/C,PF,NULL,NULL,NULL,NULL,9,5,NULL,NULL,NULL,62,,1,
817325,PlayerGame,6,20000710,1,2021,Julius Randle,NY,PF,15:16.2,15527,10,TOR,NULL,12/31/20,30:00.0,AWAY,1,1,1,1,Starting,34.5,8000,8800,34,8800,37,39,5,12,0,4,6,7,1,9,5,0,1,3,4,-18,0,1,0,15.13,2.4,23.9,12.62,24.87,0,4.11,16.59,20.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.5,38,35.5,PF,PF/C,PF,NULL,NULL,NULL,NULL,25,10,NULL,NULL,NULL,38,,1,
818350,PlayerGame,6,20000710,1,2021,Julius Randle,NY,PF,15:14.8,15540,13,IND,NULL,1/2/21,00:00.0,AWAY,1,1,1,0,Active,37.2,8000,9100,36,9100,37,2,5,16,2,5,0,0,0,11,8,2,0,4,3,6,0,1,0,10.31,0,30.99,17.17,29.19,2.8,0,20,24.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.2,42.25,39.2,PF,PF/C,PF,NULL,NULL,NULL,NULL,7,6,NULL,NULL,NULL,42.25,,1,
819413,PlayerGame,6,20000710,1,2021,Julius Randle,NY,PF,15:16.8,15554,3,ATL,NULL,1/4/21,30:00.0,AWAY,1,1,1,NULL,NULL,56.9,8100,9000,38,9000,43,11,11,19,0,5,6,8,4,13,9,1,0,7,2,5,0,1,0,27.2,10.84,32.84,22.23,32.5,1.14,0,23.71,29.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.9,62.75,57.9,PF,PF/C,PF,NULL,NULL,NULL,NULL,11,2,NULL,NULL,NULL,62.75,,1,
820458,PlayerGame,6,20000710,1,2021,Julius Randle,NY,PF,15:17.2,15571,17,UTA,NULL,1/6/21,30:00.0,HOME,1,1,1,1,Starting,54.7,9000,9500,41,9500,39,31,10,26,0,5,10,12,3,13,7,0,0,5,4,25,0,1,0,22.1,8.47,33.59,21.59,25.88,0,0,13.78,41.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.7,59.5,54.7,PF,PF/C,PF,NULL,NULL,NULL,NULL,15,1,NULL,NULL,NULL,59.5,,1,
821486,PlayerGame,6,20000710,1,2021,Julius Randle,NY,PF,15:17.4,15583,18,OKC,NULL,1/8/21,30:00.0,HOME,1,1,1,NULL,NULL,42.9,9400,9800,41,9800,30,42,8,15,1,1,1,3,0,12,7,1,0,2,5,-2,0,1,0,24.45,0,38.29,17.05,50.92,1.63,0,10.91,26.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.9,46.5,43.9,PF,PF/C,PF,NULL,NULL,NULL,NULL,22,22,NULL,NULL,NULL,46.5,,1,
822718,PlayerGame,6,20000710,1,2021,Julius Randle,NY,PF,15:15.1,15603,20,DEN,NULL,1/10/21,00:00.0,HOME,1,1,1,0,Active,45.5,9400,9500,43,9500,38,29,11,16,2,5,5,6,1,9,5,0,0,3,2,-21,0,1,0,31.58,2.9,31.18,15.78,34.11,0,0,13.86,26.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.5,50,45.5,PF,PF/C,PF,NULL,NULL,NULL,NULL,17,15,NULL,NULL,NULL,50,,1,
